PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.00295 uM,Activity at 0.015 uM,Activity at 0.074 uM,Activity at 0.369 uM,Activity at 1.843 uM,Activity at 9.217 uM,Activity at 46.08 uM,Compound QC
RESULT_TYPE,,,,,,,,STRING,FLOAT,FLOAT,STRING,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
RESULT_DESCR,,,,,,,,"Indicates type of activity observed: inhibitor, activator, fluorescent, cytotoxic, inactive, or inconclusive.","Concentration at which compound exhibits half-maximal efficacy, AC50. Extrapolated AC50s also include the highest efficacy observed and the concentration of compound at which it was observed.","Maximal efficacy of compound, reported as a percentage of control. These values are estimated based on fits of the Hill equation to the dose-response curves.",Annotation/notes on a particular compound's data or its analysis.,"A description of dose-response curve quality. A complete curve has two observed asymptotes; a partial curve may not have attained its second asymptote at the highest concentration tested. High efficacy curves exhibit efficacy greater than 80% of control. Partial efficacies are statistically significant, but below 80% of control.",The logarithm of the AC50 from a fit of the data to the Hill equation (calculated based on Molar Units).,The Hill slope from a fit of the data to the Hill equation.,R^2 fit value of the curve. Closer to 1.0 equates to better Hill equation fit.,The asymptotic efficacy from a fit of the data to the Hill equation.,Efficacy at zero concentration of compound from a fit of the data to the Hill equation.,Numerical encoding of curve description for the fitted Hill equation.,"Which dose-response titration points were excluded from analysis based on outlier analysis. Each number represents whether a titration point was (1) or was not (0) excluded, for the titration series going from smallest to highest compound concentrations.",Maximum activity observed for compound (usually at highest concentration tested).,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,"NCGC designation for data stage: 'qHTS', 'qHTS Verification', 'Secondary Profiling'"
RESULT_UNIT,,,,,,,,NONE,MICROMOLAR,PERCENT,NONE,NONE,NONE,NONE,NONE,PERCENT,PERCENT,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,
58,50107226,11957728,C[N+]1(C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43)C.[I-],Inconclusive,24,,,Inhibitor,1,31.1453,,Complete curve; partial efficacy,-6,4.9549,0.948,-55.6174,-24.4721,-1.2,0 0 0 0 0 1 0,-54.8152,-23.0986,-27.4803,-28.3727,-18.3101,-55.0979,-30.9221,-54.8152,QC'd by SigmaAldrich
59,50105897,148673,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42.Cl,Inconclusive,24,,,Inhibitor,1.4125,88.8371,,Complete curve; partial efficacy,-5.85,2.7202,0.9754,-66.5648,22.2723,-1.2,0 0 0 0 0 0 0,-59.9151,13.5304,17.7062,26.9552,28.0504,-37.3703,-73.1872,-59.9151,QC'd by SigmaAldrich
60,50106101,10649,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C.[Cl-].[Cl-],Inconclusive,23,,,Inhibitor,1.7783,48.0901,,Partial curve; partial efficacy,-5.75,3.0654,0.9298,-51.5958,-3.5057,-2.2,0 0 0 0 0 1 0,-53.0059,-6.2454,-5.2614,-9.1022,7.0509,-30.5619,12.0152,-53.0059,QC'd by SigmaAldrich
61,50104688,133633,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CC3=CNC4=CC=CC=C43,Inconclusive,23,,,Inhibitor,2.8184,53.1644,,Partial curve; partial efficacy,-5.55,0.7,0.9431,-51.7573,1.4072,-2.2,0 0 0 0 0 1 0,-45.0597,6.797,-7.4571,-1.8342,-6.8087,-22.1764,16.0402,-45.0597,QC'd by SigmaAldrich
62,50106818,5420804,C/C/1=C/CC[C@@]2([C@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C,Inconclusive,23,,,Inhibitor,1.4125,56.224,,Partial curve; partial efficacy,-5.85,1.111,0.9306,-48.2137,8.0103,-2.2,0 0 0 0 0 1 0,-47.2785,-1.9352,12.8171,12.9267,-5.6702,-22.9032,0.8987,-47.2785,QC'd by SigmaAldrich
63,50106710,24867517,CC[C@@H](CO)NC(=O)[C@@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C.C(=C\C(=O)O)\C(=O)O,Inconclusive,22,,,Inhibitor,8.9125,65.1002,,Partial curve; partial efficacy,-5.05,3.132,0.9236,-60.3205,4.7797,-2.2,1 0 0 0 0 0 0,-59.017,-14.3106,-1.9014,-5.1318,10.7761,15.3883,-30.94,-59.017,QC'd by SigmaAldrich
64,50106919,5288600,COC1=CC(=C(C(=C1)OC)/C=C/2\C3=CC=CC=C3NC2=O)OC,Inconclusive,22,,,Inhibitor,7.0795,59.2368,,Partial curve; partial efficacy,-5.15,1.6266,0.9732,-51.2661,7.9707,-2.2,1 0 0 0 0 0 0,-47.354,-8.4577,1.0425,12.0596,10.7835,2.7099,-28.7982,-47.354,QC'd by SigmaAldrich
65,50104244,1967,CC1=C(C(=O)C(=C(C1=O)C)CCCCC#CCCCC#CCO)C,Inconclusive,22,,,Inhibitor,8.9125,58.4747,,Partial curve; partial efficacy,-5.05,2.4064,0.9657,-54.7551,3.7196,-2.2,0 0 0 0 0 0 0,-53.9626,1.6971,0.0723,-0.8434,11.6457,5.5007,-26.6874,-53.9626,QC'd by SigmaAldrich
66,50106266,11973707,CCC1=CC(=C(C(=C1O)C(=O)NC[C@@H]2CCN(C2)CC)OC)Cl.Cl,Inconclusive,22,,,Inhibitor,6.3096,42.6785,,Complete curve; partial efficacy,-5.2,4.5045,0.9795,-57.3807,-14.7022,-1.2,0 0 0 1 0 0 0,-57.5914,-13.9124,-12.6904,-20.5092,26.0397,-12.6755,-50.5759,-57.5914,QC'd by SigmaAldrich
67,50105876,24867470,C1=CN2[C@H]3[C@H]([C@H]([C@H](O3)CO)O)OC2=NC1=N.Cl,Inconclusive,22,,,Inhibitor,7.0795,56.5013,,Partial curve; partial efficacy,-5.15,1.6266,0.9054,-55.8854,0.616,-2.2,0 0 0 0 0 0 0,-51.6678,-11.0233,12.1726,1.702,-2.852,-3.3105,-35.8955,-51.6678,QC'd by SigmaAldrich
68,50106539,11957591,C1CC2=CC=CC=C2C3(C1)CCN(CC3)CC4=CC=CC=C4.Cl,Inconclusive,21,,,Inhibitor,10,27.6783,,Partial curve; partial efficacy,-5,3.9295,0.9067,-45.6828,-18.0045,-2.2,1 1 0 0 0 0 0,-45.9856,-22.9223,14.6613,-23.8889,-16.8662,-12.9204,-29.2896,-45.9856,QC'd by SigmaAldrich
69,50105923,24867479,CC(C)(C)[C@@]1(CCN2CC3C4=CC=CC=C4CCC5=C3C(=CC=C5)[C@@H]2C1)O.Cl,Inconclusive,20,,,Inhibitor,11.2202,59.2829,,Single point of activity,-4.95,4.9549,0.8551,-65.097,-5.8141,-3,0 0 0 0 0 0 0,-65.3425,-11.7726,-3.0225,-14.6341,-11.8984,12.7982,-21.0029,-65.3425,QC'd by SigmaAldrich
70,50105924,24867479,CC(C)(C)[C@@]1(CCN2CC3C4=CC=CC=C4CCC5=C3C(=CC=C5)[C@@H]2C1)O.Cl,Inconclusive,20,,,Inhibitor,10,76.2013,,Single point of activity,-5,4.9549,0.7678,-67.9098,8.2916,-3,1 0 0 0 0 0 0,-68.2515,-18.1702,-3.2788,-15.0323,15.1976,35.393,-21.6078,-68.2515,QC'd by SigmaAldrich
71,50107133,2733525,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Inconclusive,20,,,Inhibitor,14.1254,116.917,,Single point of activity,-4.85,4.095,0.9513,-85.3347,31.5823,-3,0 0 0 0 0 0 0,-82.0783,24.9562,30.3546,18.7722,35.3291,49.5145,13.0448,-82.0783,QC'd by SigmaAldrich
72,50106647,71478,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24.Cl,Inconclusive,20,,,Inhibitor,14.1254,104.761,,Single point of activity,-4.85,3.6772,0.9064,-91.2339,13.527,-3,0 0 0 0 0 0 0,-84.9523,-6.1036,10.3622,8.6341,27.0939,27.7731,-4.8249,-84.9523,QC'd by SigmaAldrich
73,50106085,11957503,CNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)Cl)NCC4=CC=C(C=C4)I)O)O,Inconclusive,20,,,Inhibitor,10,59.0737,,Partial curve; partial efficacy; poor fit,-5,3.99,0.7311,-52.5737,6.5,-2.4,0 0 0 0 0 0 0,-52.901,-5.3699,-14.0607,25.2505,20.619,3.9916,-17.1223,-52.901,QC'd by SigmaAldrich
74,50107064,11957704,CN1CCN(CC1)CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C.Cl,Inconclusive,20,,,Inhibitor,35.4813,104.018,,Single point of activity,-4.45,4.9549,0.9111,-100.108,3.9099,-3,0 0 0 0 0 0 0,-77.8568,-12.161,-5.0112,13.7611,4.6509,8.4731,13.9447,-77.8568,QC'd by SigmaAldrich
75,50105740,6917843,CCN(CC)CCCCCCCCOC(=O)C1=CC(=C(C(=C1)OC)OC)OC.Cl,Inconclusive,20,,,Inhibitor,22.3872,60.7467,,Single point of activity,-4.65,3.6772,0.9009,-56.9994,3.7473,-3,0 0 0 0 0 0 0,-52.9117,-7.8098,10.9975,12.142,5.647,-2.3928,0.9923,-52.9117,QC'd by SigmaAldrich
76,50106789,4615,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,Inconclusive,20,,,Inhibitor,12.5893,58.657,,Single point of activity,-4.9,4.095,0.7769,-52.657,6,-3,0 0 0 0 1 0 0,-52.1291,-13.5423,9.1932,25.8287,4.3156,33.099,-7.9692,-52.1291,QC'd by SigmaAldrich
77,50106505,11957587,CC[C@@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,Inconclusive,20,,,Inhibitor,14.1254,98.9781,,Single point of activity,-4.85,3.6772,0.8273,-89.4448,9.5332,-3,0 0 0 0 0 0 0,-85.1298,-3.5798,-7.6672,5.6947,10.0165,41.98,-7.3268,-85.1298,QC'd by SigmaAldrich
78,50107065,66069,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F.Cl,Inconclusive,20,,,Inhibitor,14.1254,82.9621,,Single point of activity,-4.85,4.095,0.9851,-68.7517,14.2105,-3,1 0 0 0 0 0 0,-64.0256,-9.8354,14.6495,12.6601,10.1659,20.1841,0.23,-64.0256,QC'd by SigmaAldrich
79,50106852,6239,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl.Cl,Inconclusive,20,,,Inhibitor,14.1254,118.591,,Partial curve; high efficacy; poor fit,-4.85,3.2975,0.8452,-117.136,1.455,-2.3,0 0 0 0 0 0 0,-109.739,-6.926,3.2087,-3.713,35.7609,-22.5384,-20.1928,-109.739,QC'd by SigmaAldrich
80,50104233,4748,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Inconclusive,20,,,Inhibitor,15.8489,76.7185,,Single point of activity,-4.8,3.6772,0.9089,-73.9939,2.7246,-3,0 0 0 0 0 0 0,-68.9321,-5.3821,-0.3824,6.7843,-5.374,18.8224,-6.0131,-68.9321,QC'd by SigmaAldrich
81,50104791,5169,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,Inconclusive,20,,,Inhibitor,12.5893,70.8693,,Single point of activity,-4.9,4.095,0.8468,-57.8684,13.0009,-3,1 0 0 0 0 0 0,-57.3919,-9.6072,-4.4645,15.2541,32.6264,8.3708,-2.3306,-57.3919,QC'd by SigmaAldrich
82,50105858,9951033,C1[C@H](O[C@H](C2=C1C(=C(C=C2)O)O)CN)C34CC5CC(C3)CC(C5)C4.Cl,Inconclusive,20,,,Inhibitor,22.3872,89.6361,,Single point of activity,-4.65,4.095,0.9065,-77.6361,12,-3,1 0 0 0 0 0 0,-72.8176,-16.9227,20.9504,-6.939,9.1117,24.7326,9.105,-72.8176,QC'd by SigmaAldrich
83,50106081,2544,CC1(C2CCC(C1(C)C(=O)O)O2)C(=O)O,Inconclusive,20,,,Inhibitor,11.2202,89.9562,,Partial curve; high efficacy; poor fit,-4.95,4.095,0.8331,-95.2768,-5.3206,-2.3,0 0 0 0 0 0 0,-94.6695,-14.6092,-25.4554,-9.1015,-0.647,23.5664,-33.7495,-94.6695,QC'd by SigmaAldrich
84,50104653,16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inconclusive,20,,,Inhibitor,12.5893,73.5853,,Single point of activity,-4.9,4.095,0.7909,-68.5849,5.0004,-3,0 0 0 0 0 0 0,-67.9867,-14.962,1.0693,-0.303,9.2892,32.0046,-12.4755,-67.9867,QC'd by SigmaAldrich
85,50106711,11565569,COC1=CC2=C(C[C@@H]3[C@H]4[C@@]2(CCCC4)CCN3)C=C1.Cl,Inconclusive,20,,,Inhibitor,10,75.564,,Single point of activity,-5,4.9549,0.863,-51.4906,24.0734,-3,1 0 0 0 0 0 0,-51.6588,-1.249,14.0152,8.0619,32.4003,42.164,-5.0514,-51.6588,QC'd by SigmaAldrich
86,50104231,3194,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,Inconclusive,20,,,Inhibitor,12.5893,70.5555,,Single point of activity,-4.9,4.095,0.8044,-79.8357,-9.2802,-3,0 0 0 0 0 0 0,-79.6799,-22.5389,-13.4385,-17.2968,-10.4686,18.1222,-24.5578,-79.6799,QC'd by SigmaAldrich
87,50106572,60662,CC(C)[C@H]1C2=C(CC[C@@]1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F.Cl.Cl,Inconclusive,20,,,Inhibitor,17.7828,99.2984,,Single point of activity,-4.75,3.2975,0.9266,-100.851,-1.5528,-3,0 0 0 0 0 0 0,-92.2381,-18.0589,-6.2635,-0.0668,6.1806,11.2833,-12.8132,-92.2381,QC'd by SigmaAldrich
88,50104663,104895,CCCCCCC(C)(C)C1=CC(=C(C=C1)[C@@H]2C[C@@H](CC[C@H]2CCCO)O)O,Inconclusive,20,,,Inhibitor,11.2202,80.2489,,Single point of activity,-4.95,4.9549,0.8956,-68.7335,11.5154,-3,0 0 0 0 0 0 0,-68.543,0.4163,15.1507,6.8082,3.3152,31.5912,-10.7295,-68.543,QC'd by SigmaAldrich
89,50106577,11957600,C1C[C@@H]([C@@H](NC1)C2=CC=CC=C2)OCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F.Cl,Inconclusive,20,,,Inhibitor,11.2202,100.419,,Single point of activity,-4.95,4.5045,0.9535,-87.8991,12.5198,-3,0 0 0 0 0 0 0,-87.9506,18.9329,4.9584,10.3674,1.0231,25.8662,-16.477,-87.9506,QC'd by SigmaAldrich
90,50106516,8228,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,Inconclusive,20,,,Inhibitor,22.3872,75.5831,,Single point of activity,-4.65,3.6772,0.9035,-77.9902,-2.4071,-3,0 0 0 0 0 0 0,-71.3192,7.7523,6.4079,-13.6266,-12.6995,1.044,-6.4384,-71.3192,QC'd by SigmaAldrich
91,50106076,2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Inconclusive,20,,,Inhibitor,10,55.4946,,Single point of activity,-5,4.9549,0.7442,-53.1361,2.3584,-3,0 0 0 0 0 0 0,-53.5648,-11.8004,-8.6446,-5.9645,19.2667,18.2449,-18.7376,-53.5648,QC'd by SigmaAldrich
92,26753532,1697,C1=CC=C(C=C1)NC2=C(C=C3C(=C2)C(=O)NC3=O)NC4=CC=CC=C4,Inconclusive,20,,,Inhibitor,11.2202,65.4107,,Single point of activity,-4.95,4.9549,0.8255,-57.9107,7.5,-3,0 0 0 0 0 0 0,-58.0143,2.168,-11.9376,5.8283,15.9842,24.0505,-9.626,-58.0143,QC'd by SigmaAldrich
93,50106497,10314472,CN[C@@H]1C[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl,Inconclusive,20,,,Inhibitor,35.4813,102.344,,Single point of activity,-4.45,4.9549,0.9874,-91.0563,11.2877,-3,0 0 0 0 0 0 0,-69.1507,7.5212,16.6037,9.7962,6.7301,12.8373,12.7797,-69.1507,QC'd by SigmaAldrich
94,50105732,9884715,C1=CC2=C(C=CC=C2Cl)C(=C1)S(=O)(=O)NCCCCN.Cl,Inconclusive,20,,,Inhibitor,3.1623,75.25,,Single point of activity,-5.5,2.5334,0.9886,-64.2713,10.9787,-3,0 0 0 0 0 1 0,-64.375,6.8903,15.1984,7.7803,13.3796,-4.0702,29.913,-64.375,QC'd by SigmaAldrich
95,50106219,37274,CCN1C2=NC=C(C(=C2C=N1)NN=C(C)C)C(=O)OCC.Cl,Inconclusive,20,,,Inhibitor,12.5893,58.3381,,Single point of activity,-4.9,4.095,0.892,-54.2119,4.1262,-3,0 0 0 0 0 0 0,-53.7162,3.4883,-8.8651,-0.0074,13.7594,11.704,-9.5531,-53.7162,QC'd by SigmaAldrich
96,50106858,6603149,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,Inconclusive,20,,,Inhibitor,3.9811,71.409,,Partial curve; partial efficacy; poor fit,-5.4,2.4064,0.8979,-79.6353,-8.2262,-2.4,0 0 0 0 0 1 0,-79.4679,-14.837,-0.2079,-23.0339,2.7945,-18.8788,26.3869,-79.4679,QC'd by SigmaAldrich
97,50106356,11957553,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=CC=C3)C4=CC=CC=C4.Cl.Cl,Inconclusive,20,,,Inhibitor,35.4813,73.3684,,Single point of activity,-4.45,4.9549,0.6429,-63.8684,9.5,-3,0 0 0 1 0 0 0,-48.1782,11.1475,32.3673,6.0077,42.3093,-20.6375,19.5114,-48.1782,QC'd by SigmaAldrich
98,50104223,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,Inconclusive,20,,,Inhibitor,35.4813,100.434,,Single point of activity,-4.45,4.9549,0.8439,-89.434,11,-3,0 0 0 0 0 0 0,-67.9551,-5.0698,0.8017,1.1968,20.4799,16.7456,30.9232,-67.9551,QC'd by SigmaAldrich
99,50107199,66062,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl,Inconclusive,20,,,Inhibitor,11.2202,107.152,,Partial curve; high efficacy; poor fit,-4.95,4.9549,0.8965,-105.875,1.2772,-2.3,0 0 0 0 0 0 0,-105.79,15.4138,-16.4307,-8.2433,-7.4817,21.9282,-27.0985,-105.79,QC'd by SigmaAldrich
100,50106071,68539,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl,Inconclusive,20,,,Inhibitor,15.8489,91.1325,,Single point of activity,-4.8,3.2975,0.9207,-90.0574,1.0751,-3,1 0 0 0 0 0 0,-83.0271,-22.776,0.7662,1.7791,-14.262,16.2217,-12.1989,-83.0271,QC'd by SigmaAldrich
101,50106582,13830713,CNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@H](O3)CO)O)O,Inconclusive,20,,,Inhibitor,8.9125,41.884,,Partial curve; partial efficacy; poor fit,-5.05,0.5,0.623,-58.3964,-16.5124,-2.4,0 0 0 0 0 1 0,-45.3303,-19.5168,-20.6187,-29.0379,-10.427,-34.2097,-5.7289,-45.3303,QC'd by SigmaAldrich
102,50105795,1720,C1=CC2=C(C=CC3=C2C(=C1)C(=O)NC3=O)N,Inconclusive,20,,,Inhibitor,11.2202,57.0968,,Single point of activity,-4.95,4.095,0.9154,-58.5307,-1.4339,-3,0 0 0 0 0 0 0,-58.3038,-13.7155,-4.392,6.0353,2.8439,3.3616,-20.1051,-58.3038,QC'd by SigmaAldrich
103,50105228,5405,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,Inconclusive,20,,,Inhibitor,10,94.0417,,Partial curve; high efficacy; poor fit,-5,4.9549,0.8963,-87.3864,6.6553,-2.3,0 0 0 0 0 0 0,-88.0737,5.7729,6.7196,-17.1652,22.8474,15.2774,-29.6487,-88.0737,QC'd by SigmaAldrich
104,50106291,6603857,CN(C)C1=NC=C2C(=C1)C(=NC=N2)NC3=CC4=C(C=C3)N(N=C4)CC5=CC=CC=C5,Inconclusive,20,,,Inhibitor,11.2202,72.683,,Single point of activity,-4.95,4.095,0.8071,-61.683,11,-3,1 0 0 0 0 0 0,-60.8492,-14.2434,-5.1758,0.2912,12.9743,35.8719,-12.8553,-60.8492,QC'd by SigmaAldrich
105,50106634,3039995,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC.CS(=O)(=O)O,Inconclusive,20,,,Inhibitor,15.8489,113.475,,Single point of activity,-4.8,4.095,0.9508,-92.1024,21.3725,-3,1 0 0 0 0 0 0,-86.1519,-14.9824,4.96,29.1072,19.0617,32.5844,9.5568,-86.1519,QC'd by SigmaAldrich
106,50104855,6450842,CN(C)C1=CC=C(C=C1)/C=C\2/C3=CC=CC=C3NC2=O,Inconclusive,20,,,Inhibitor,7.9433,83.3398,,Partial curve; partial efficacy; poor fit,-5.1,3.132,0.8605,-56.7444,26.5955,-2.4,1 0 0 1 0 0 0,-57.69,-17.3419,12.636,15.6048,51.2264,50.8629,-22.555,-57.69,QC'd by SigmaAldrich
107,50106074,60839,CCC1=CC(=CC=C1)N(C)C(=NC2=CC=CC3=CC=CC=C32)N.Cl,Inconclusive,20,,,Inhibitor,35.4813,106.396,,Single point of activity,-4.45,4.9549,0.8558,-95.1057,11.2906,-3,0 0 0 0 0 0 0,-72.0861,3.6323,2.0793,-3.7152,18.2773,35.443,11.3307,-72.0861,QC'd by SigmaAldrich
108,50106350,67356,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO.Cl.Cl,Inconclusive,20,,,Inhibitor,22.3872,53.9319,,Single point of activity,-4.65,3.2975,0.8566,-57.3054,-3.3735,-3,0 0 0 0 1 0 0,-52.8599,10.8748,-14.8636,-4.7506,-3.4347,47.3101,-6.8433,-52.8599,QC'd by SigmaAldrich
109,50107079,5282318,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C.C(=C\C(=O)O)\C(=O)O,Inconclusive,20,,,Inhibitor,10,72.1037,,Single point of activity,-5,3.99,0.8364,-65.1037,7,-3,0 0 0 0 0 0 0,-64.202,-2.8268,24.5725,-6.452,-1.9652,21.8349,-24.6437,-64.202,QC'd by SigmaAldrich
110,50106585,11957605,C1CN2CCC1C(C2C(C3=CC=CC=C3)C4=CC=CC=C4)NCC5=CC=CC=C5I.C(=O)(C(=O)O)O,Inconclusive,20,,,Inhibitor,35.4813,125.145,,Single point of activity,-4.45,4.4495,0.9752,-125.145,0,-3,0 0 0 0 0 0 0,-95.6759,-7.4409,-7.3276,-0.2994,4.6096,7.6646,2.8349,-95.6759,QC'd by SigmaAldrich
111,50106226,104920,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl,Inconclusive,20,,,Inhibitor,12.5893,94.3515,,Single point of activity,-4.9,4.5045,0.8746,-95.5486,-1.1971,-3,0 0 0 0 0 0 0,-95.585,-15.8739,-14.3166,4.7658,-3.4991,24.1233,-19.3926,-95.585,QC'd by SigmaAldrich
112,50106348,11957551,C[C@@]12CCN(C1N(C3=C2C=C(C=C3)O)C)C.C(=C\C(=O)O)\C(=O)O,Inconclusive,20,,,Inhibitor,15.8489,100.605,,Single point of activity,-4.8,3.6772,0.8854,-92.3221,8.2831,-3,0 0 0 0 0 0 0,-86.3029,-9.3677,5.6849,1.104,11.1281,32.0276,-4.0894,-86.3029,QC'd by SigmaAldrich
113,50106402,42890,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,Inconclusive,20,,,Inhibitor,0.0562,67.471,,Complete curve; high efficacy; poor fit,-7.25,2.7202,0.7656,-61.3671,6.1039,-1.3,0 0 0 0 0 0 0,-90.9842,-0.2671,10.7476,-39.6889,-70.6041,-44.6072,-39.5736,-90.9842,QC'd by SigmaAldrich
114,50106349,9884593,CNCC[C@@H](C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.Cl,Inconclusive,20,,,Inhibitor,11.2202,107.693,,Partial curve; high efficacy; poor fit,-4.95,4.9549,0.8993,-111.581,-3.8883,-2.3,0 0 0 0 0 0 0,-111.886,-15.2144,-25.0362,-1.3268,2.5706,17.7243,-33.0088,-111.886,QC'd by SigmaAldrich
115,50105841,11065,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,Inconclusive,20,,,Inhibitor,10,57.2522,,Single point of activity,-5,4.9549,0.998,-49.8057,7.4465,-3,1 0 1 0 0 0 0,-50.2102,20.8114,6.0592,36.009,8.7201,7.2178,-14.3872,-50.2102,QC'd by SigmaAldrich
116,50106471,11957578,CC(C)C1=CC(=CC2=C1C[C@](CC2)(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)C5CC5)F.Cl.Cl,Inconclusive,20,,,Inhibitor,10,97.6708,,Partial curve; high efficacy; poor fit,-5,3.99,0.872,-94.1789,3.4919,-2.3,0 0 0 0 0 0 0,-93.5169,-5.8231,22.5814,-11.2982,-10.2684,22.8786,-39.2423,-93.5169,QC'd by SigmaAldrich
117,50107146,9852041,CC1=NC=CC(=C1)CN2C(=C(C3=C(C2=O)C(=NC=C3)OCC4=NC=CC=N4)C5=CC(=C(C(=C5)OC)OC)OC)C(=O)OC.Cl,Inconclusive,20,,,Inhibitor,12.5893,52.0432,,Single point of activity,-4.9,4.9549,0.9801,-59.9489,-7.9057,-3,0 0 1 0 0 0 0,-59.7339,-9.5318,-12.2979,-27.7621,-3.5748,-6.2836,-16.4309,-59.7339,QC'd by SigmaAldrich
118,50105542,1318,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,Inconclusive,20,,,Inhibitor,14.1254,117.908,,Single point of activity,-4.85,1.2475,0.988,-94.4485,23.4593,-3,1 0 0 0 0 0 0,-74.3628,-5.8012,29.9007,19.1347,21.7219,10.7278,-16.7439,-74.3628,QC'd by SigmaAldrich
