PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Text Value,Standard Units,Activity Comment,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Standardized version of non-numeric measurement,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,,,
251,504841203,172471974,CC(C)[C@H](C1=CC2=C(C=C1)OCC(=O)N2)NC3=NC=NC4=C3C=C(N4)C5=COC(=C5)CNC,Active,,,,0.313,IC50,=,313,,nM,,
252,504841203,172471974,CC(C)[C@H](C1=CC2=C(C=C1)OCC(=O)N2)NC3=NC=NC4=C3C=C(N4)C5=COC(=C5)CNC,Active,,,,0.187,IC50,=,187,,nM,,
253,504841204,172471975,CC(C)[C@H](C1=CC2=C(C=C1)S(=O)(=O)CCC2)NC3=NC=NC4=C3C=CN4,Active,,,,3.007,IC50,=,3007,,nM,,
254,504841204,172471975,CC(C)[C@H](C1=CC2=C(C=C1)S(=O)(=O)CCC2)NC3=NC=NC4=C3C=CN4,Active,,,,2.637,IC50,=,2637,,nM,,
255,504841205,172471976,CC(=O)NC1=CC=C(C=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,14.513,IC50,=,14513,,nM,,
256,504841205,172471976,CC(=O)NC1=CC=C(C=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,14.574,IC50,=,14574,,nM,,
257,504841206,172471977,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=CC=C(C=C3)NC(=O)NC4CC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
258,504841207,172471978,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3=NC(=CC=C3)Cl)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
259,504841208,172471979,CC(C)[C@@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)CC(=O)N,Unspecified,,,,90.037,IC50,=,90037,,nM,,
260,504841208,172471979,CC(C)[C@@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)CC(=O)N,Unspecified,,,,93.525,IC50,=,93525,,nM,,
261,504841209,172471980,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN=CN5C,Active,,,,5.769,IC50,=,5769,,nM,,
262,504841209,172471980,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN=CN5C,Active,,,,7.415,IC50,=,7415,,nM,,
263,504841210,172471981,CC(C)[C@H](C1=CC(=CC=C1)S(=O)(=O)C)NC2=NC=NC3=C2C=CN3,Unspecified,,,,96.417,IC50,=,96417,,nM,,
264,504841211,172471982,CCC1=C(N(N=C1)C)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
265,504841212,172471983,C1=CN(C=C1)C2=NC=CC(=C2)C(=O)N[C@H](CC(=O)O)C3=CC=C(C=C3)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
266,504841212,172471983,C1=CN(C=C1)C2=NC=CC(=C2)C(=O)N[C@H](CC(=O)O)C3=CC=C(C=C3)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
267,504841213,172471984,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5C6CC6)C,Active,,,,1.19,IC50,=,1190,,nM,,
268,504841213,172471984,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5C6CC6)C,Active,,,,1.186,IC50,=,1186,,nM,,
269,504841214,172471985,C1=CC(=CC=C1[C@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2)Br,Active,,,,3.43,IC50,=,3430,,nM,,
270,504841214,172471985,C1=CC(=CC=C1[C@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2)Br,Active,,,,2.567,IC50,=,2567,,nM,,
271,504841215,172471986,CC(C)[C@@H](CCN(C)C(=O)C1=CC=CC2=C1C=CC(=C2)F)NC3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
272,504841216,172471987,COC1=NNC(=C1)NC2=CC=C(C=C2)[C@@H](CC(=O)O)NC(=O)C3=C4C=CNC4=NC=N3,Active,,,,7.569,IC50,=,7569,,nM,,
273,504841216,172471987,COC1=NNC(=C1)NC2=CC=C(C=C2)[C@@H](CC(=O)O)NC(=O)C3=C4C=CNC4=NC=N3,Active,,,,7.266,IC50,=,7266,,nM,,
274,504841217,172471988,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C(=CN4)S(=O)(=O)NC,Active,,,,2.57,IC50,=,2570,,nM,,
275,504841217,172471988,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C(=CN4)S(=O)(=O)NC,Active,,,,2.598,IC50,=,2598,,nM,,
276,504841218,172471989,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN=CC(=C5)C#N,Active,,,,5.81,IC50,=,5810,,nM,,
277,504841218,172471989,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN=CC(=C5)C#N,Active,,,,7.131,IC50,=,7131,,nM,,
278,504841219,172471990,COC1=CC=C(C=C1)[C@@H](CC2=NNN=N2)NC(=O)C3=C4C=CNC4=NC(=N3)OC,Active,,,,4.555,IC50,=,4555,,nM,,
279,504841219,172471990,COC1=CC=C(C=C1)[C@@H](CC2=NNN=N2)NC(=O)C3=C4C=CNC4=NC(=N3)OC,Active,,,,4.966,IC50,=,4966,,nM,,
280,504841220,172471991,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=C3C4=C(C=C(C=C4)F)NC3=NC=N2)Br,Active,,,,0.992,IC50,=,992,,nM,,
281,504841220,172471991,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=C3C4=C(C=C(C=C4)F)NC3=NC=N2)Br,Active,,,,1.005,IC50,=,1005,,nM,,
282,504841221,172471992,CC1=NC2=C(C=CN2)C(=N1)N[C@@H](C3=CC4=C(C=C3)OCCO4)C(C)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
283,504841221,172471992,CC1=NC2=C(C=CN2)C(=N1)N[C@@H](C3=CC4=C(C=C3)OCCO4)C(C)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
284,504841222,172471993,CC1=NC=CC(=N1)C(=O)N2CCC(CC2)C3=CC4=C(C=NN4C=C3)C(=O)N5CCCCC5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
285,504841223,172471994,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=C4CCCCC4=N3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
286,504841224,172471995,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3=CN=CC=C3)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
287,504841224,172471995,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3=CN=CC=C3)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
288,504841225,172471996,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=C(C=C5)C6(CC6)C#N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
289,504841226,172471997,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C(=CN4)C(=O)NCCOC,Active,,,,0.326,IC50,=,326,,nM,,
290,504841227,172471998,CS(=O)(=O)NC1=CC=C(C=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,12.088,IC50,=,12088,,nM,,
291,504841227,172471998,CS(=O)(=O)NC1=CC=C(C=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,10.023,IC50,=,10023,,nM,,
292,504841228,172471999,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC(=NC=C5)N6CCCC6,Unspecified,,,,16.591,IC50,=,16591,,nM,,
293,504841228,172471999,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC(=NC=C5)N6CCCC6,Unspecified,,,,17.219,IC50,=,17219,,nM,,
294,504841229,172472000,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CN=C6N5CCC6,Active,,,,0.051,IC50,=,51,,nM,,
295,504841229,172472000,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CN=C6N5CCC6,Active,,,,0.043,IC50,=,43,,nM,,
296,504841229,172472000,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CN=C6N5CCC6,Active,,,,0.065,IC50,=,65,,nM,,
297,504841229,172472000,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CN=C6N5CCC6,Active,,,,0.046,IC50,=,46,,nM,,
298,504841229,172472000,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CN=C6N5CCC6,Active,,,,0.052,IC50,=,52,,nM,,
299,504841230,164575907,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2)Br,Active,,,,1.548,IC50,=,1548,,nM,,
300,504841231,172472001,CC(C)[C@H](C1=NC=C2C(=C1)OCCO2)NC3=NC=NC4=C3C=CN4,Active,,,,5.822,IC50,=,5822,,nM,,
301,504841231,172472001,CC(C)[C@H](C1=NC=C2C(=C1)OCCO2)NC3=NC=NC4=C3C=CN4,Active,,,,5.927,IC50,=,5927,,nM,,
302,504841232,172472002,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC(=C3)C4=CC=NN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
303,504841233,172472003,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=C(N=C3)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
304,504841234,172472004,CC1=NN=C(O1)NC2=CC=C(C=C2)C(=O)N[C@H]3[C@H](CC4=C3C=CC=C4O)C(=O)O,Active,,,,7.157,IC50,=,7157,,nM,,
305,504841234,172472004,CC1=NN=C(O1)NC2=CC=C(C=C2)C(=O)N[C@H]3[C@H](CC4=C3C=CC=C4O)C(=O)O,Active,,,,7.384,IC50,=,7384,,nM,,
306,504841235,172472005,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC(=C3Cl)N,Active,,,,1.597,IC50,=,1597,,nM,,
307,504841235,172472005,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC(=C3Cl)N,Active,,,,1.617,IC50,=,1617,,nM,,
308,504841235,172472005,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC(=C3Cl)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
309,504841236,172472006,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=C4C=CN(C4=NC=N3)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
310,504841237,172472007,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3CC(C3)C(F)(F)F)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
311,504841238,172472008,CC(C)[C@H](C1=CC=NC=C1)NC2=NC=NC3=C2C=CN3,Unspecified,,,,12.44,IC50,>,12440,,nM,Falls Outside The Dose Series,
312,504841238,172472008,CC(C)[C@H](C1=CC=NC=C1)NC2=NC=NC3=C2C=CN3,Unspecified,,,,34.03,IC50,=,34030,,nM,,
313,504841239,172472009,C1CC1NC(=O)NC2=CC=C(C=C2)C(=O)NC3=C(NC4=CC=CC=C43)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
314,504841239,172472009,C1CC1NC(=O)NC2=CC=C(C=C2)C(=O)NC3=C(NC4=CC=CC=C43)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
315,504841240,172472010,CCN(CC1=NN=C(O1)C)C(=O)C2=C3C=C(C=CN3N=C2)C4CCN(CC4)C(=O)C5=CC=CC=C5,Unspecified,,,,,IC50,,,IC50 could not be calculated,,,
316,504841241,172472011,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)C(C)C,Active,,,,0.757,IC50,=,757,,nM,,
317,504841241,172472011,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)C(C)C,Active,,,,0.962,IC50,=,962,,nM,,
318,504841241,172472011,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)C(C)C,Active,,,,0.864,IC50,=,864,,nM,,
319,504841242,172472012,CC1=NNN=C1C(=O)N2CCC(CC2)C3=CC4=C(C=NN4C=C3)C(=O)N5CCCCC5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
320,504841243,172472013,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC5=NC=CO5,Active,,,,7.237,IC50,=,7237,,nM,,
321,504841243,172472013,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC5=NC=CO5,Active,,,,5.891,IC50,=,5891,,nM,,
322,504841244,172472014,CC1=CN(N=C1C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
323,504841245,172472015,CC1=CC(=CO1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,8.696,IC50,=,8696,,nM,,
324,504841245,172472015,CC1=CC(=CO1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Unspecified,,,,13.554,IC50,=,13554,,nM,,
325,504841245,172472015,CC1=CC(=CO1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Unspecified,,,,17.04,IC50,=,17040,,nM,,
326,504841246,172472016,CC(C)[C@@H](CC1=CC=CC=C1OC)NC2=NC=NC3=C2C=CN3,Unspecified,,,,97.513,IC50,=,97513,,nM,,
327,504841247,99716606,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=CC=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
328,504841248,172472017,C1=CC(=CC=C1[C@H](CC(=O)N)NC(=O)C2=C3C=CNC3=NC=N2)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
329,504841248,172472017,C1=CC(=CC=C1[C@H](CC(=O)N)NC(=O)C2=C3C=CNC3=NC=N2)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
330,504841249,172472018,C1[C@@H]([C@@H](C2=CC=CC=C21)NC(=O)C3=CC=C(C=C3)NC(=O)C4=CC=C(C=C4)C#N)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
331,504841250,172472019,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=CC(=NC=N3)N4N=CC=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
332,504841251,122049116,CC(C)C[C@H](C(=O)O)NC1=NC=NC2=C1C=CN2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
333,504841251,122049116,CC(C)C[C@H](C(=O)O)NC1=NC=NC2=C1C=CN2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
334,504841252,172472020,C1=CC(=NC=C1COC(=O)C2=C3C=CNC3=NC=N2)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
335,504841253,172472021,CC(C)[C@H](C1=CC2=C(C=C1)NC(=O)CO2)NC3=NC=NC4=C3C=CN4,Unspecified,,,,27.17,IC50,=,27170,,nM,,
336,504841253,172472021,CC(C)[C@H](C1=CC2=C(C=C1)NC(=O)CO2)NC3=NC=NC4=C3C=CN4,Unspecified,,,,24.164,IC50,=,24164,,nM,,
337,504841254,172472022,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5CCS(=O)(=O)CC5,Active,,,,1.186,IC50,=,1186,,nM,,
338,504841254,172472022,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5CCS(=O)(=O)CC5,Active,,,,1.777,IC50,=,1777,,nM,,
339,504841255,172472023,C1=CC2=C(C=CN=C2N=C1)C(=O)N[C@H](CC(=O)O)C3=CC=C(C=C3)Br,Unspecified,,,,87.945,IC50,=,87945,,nM,,
340,504841255,172472023,C1=CC2=C(C=CN=C2N=C1)C(=O)N[C@H](CC(=O)O)C3=CC=C(C=C3)Br,Unspecified,,,,92.786,IC50,=,92786,,nM,,
341,504841256,172472024,CCN1C(=C(C=N1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C)C,Active,,,,0.905,IC50,=,905,,nM,,
342,504841256,172472024,CCN1C(=C(C=N1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C)C,Active,,,,1.062,IC50,=,1062,,nM,,
